sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;User Bother 1;User Bother 2;User Bother 3;User Util. 1;User Util. 2;User Util. 3;Profile 1;Profile 2;Profile 3
;60;Session genius.core.session.Session@7030f2fd failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class];60rounds;No;;0;;;;;;Agent10;Agent10;Agent10;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
0.377;59;;60rounds;Yes;No;3;0.68499;0.88151;0.00000;0.26212;2.28320;BayesianAgent@27;Agent10@28;Agent10@29;0.8815139775362884;0.6849938461633399;0.7166903495694148;0.8815139775362884;0.6849938461633399;0.7166903495694148;0.0;0.5032051282051282;0.38809523809523805;0.0;0.001;0.001;0.8815139775362884;0.6839938461633399;0.7156903495694148;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.318;59;;60rounds;Yes;No;3;0.68499;0.88151;0.00000;0.26212;2.28320;BoulwareNegotiationParty@30;Agent10@31;Agent10@32;0.8815139775362884;0.6849938461633399;0.7166903495694148;0.8815139775362884;0.6849938461633399;0.7166903495694148;1.0;0.5032051282051282;0.38809523809523805;0.0;0.001;0.001;0.8815139775362884;0.6839938461633399;0.7156903495694148;party1_utility.xml;party2_utility.xml;party3_utility.xml
;60;Session genius.core.session.Session@1a684d1a failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, agents.BayesianAgent, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class];60rounds;No;;0;;;;;;Agent10;BayesianAgent;Agent10;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
;3;Session genius.core.session.Session@5f1e6ea1 failed: Failed to execute protocol: null:[agents.BayesianAgent, agents.BayesianAgent, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class];60rounds;No;;0;;;;;;BayesianAgent;BayesianAgent;Agent10;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
;28;Session genius.core.session.Session@97a3f1d failed: Failed to execute protocol: null:[negotiator.parties.BoulwareNegotiationParty, agents.BayesianAgent, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class];60rounds;No;;0;;;;;;BoulwareNegotiationParty;BayesianAgent;Agent10;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
0.358;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@42;BoulwareNegotiationParty@43;Agent10@44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003;0.0;0.001;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.358;56;;60rounds;Yes;No;3;0.68499;0.88151;0.00000;0.26212;2.28320;BayesianAgent@45;BoulwareNegotiationParty@46;Agent10@47;0.8815139775362884;0.6849938461633399;0.7166903495694148;0.8815139775362884;0.6849938461633399;0.7166903495694148;0.0;0.462336446658242;0.38809523809523805;0.0;0.0;0.02000000000000001;0.8815139775362884;0.6849938461633399;0.6966903495694148;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.291;56;;60rounds;Yes;No;3;0.68499;0.88151;0.00000;0.26212;2.28320;BoulwareNegotiationParty@48;BoulwareNegotiationParty@49;Agent10@50;0.8815139775362884;0.6849938461633399;0.7166903495694148;0.8815139775362884;0.6849938461633399;0.7166903495694148;1.0;0.462336446658242;0.38809523809523805;0.0;0.0;0.02000000000000001;0.8815139775362884;0.6849938461633399;0.6966903495694148;party1_utility.xml;party2_utility.xml;party3_utility.xml
;3;Session genius.core.session.Session@24e4f1a9 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, agents.BayesianAgent];60rounds;No;;0;;;;;;Agent10;Agent10;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
;59;Session genius.core.session.Session@7bb532fb failed: Failed to execute protocol: null:[agents.BayesianAgent, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, agents.BayesianAgent];60rounds;No;;0;;;;;;BayesianAgent;Agent10;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
;3;Session genius.core.session.Session@2ee3f8b0 failed: Failed to execute protocol: null:[negotiator.parties.BoulwareNegotiationParty, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, agents.BayesianAgent];60rounds;No;;0;;;;;;BoulwareNegotiationParty;Agent10;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
;3;Session genius.core.session.Session@5cfb5422 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, agents.BayesianAgent, agents.BayesianAgent];60rounds;No;;0;;;;;;Agent10;BayesianAgent;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
4.263;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;BayesianAgent@63;BayesianAgent@64;BayesianAgent@65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
;48;Session genius.core.session.Session@18e0a812 failed: Failed to execute protocol: null:[negotiator.parties.BoulwareNegotiationParty, agents.BayesianAgent, agents.BayesianAgent];60rounds;No;;0;;;;;;BoulwareNegotiationParty;BayesianAgent;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
