sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;User Bother 1;User Bother 2;User Bother 3;User Util. 1;User Util. 2;User Util. 3;Profile 1;Profile 2;Profile 3
;5;Session genius.core.session.Session@67c6ca28 failed: Failed to execute protocol: null:[agents.SimpleAgent, agents.SimpleAgent, agents.SimpleAgent];60rounds;No;;0;;;;;;SimpleAgent;SimpleAgent;SimpleAgent;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
;5;Session genius.core.session.Session@790ca62a failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, agents.SimpleAgent, agents.SimpleAgent];60rounds;No;;0;;;;;;Agent10;SimpleAgent;SimpleAgent;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
;23;Session genius.core.session.Session@656bce0c failed: Failed to execute protocol: null:[agents.anac.y2018.agent33.Agent33, agents.SimpleAgent, agents.SimpleAgent];60rounds;No;;0;;;;;;Agent33;SimpleAgent;SimpleAgent;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
;4;Session genius.core.session.Session@4580915c failed: Failed to execute protocol: null:[agents.anac.y2018.beta_one.Group2, agents.SimpleAgent, agents.SimpleAgent];60rounds;No;;0;;;;;;Group2;SimpleAgent;SimpleAgent;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
;15;Session genius.core.session.Session@15228013 failed: Failed to execute protocol: null:[agents.SimpleAgent, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, agents.SimpleAgent];60rounds;No;;0;;;;;;SimpleAgent;Agent10;SimpleAgent;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
;55;Session genius.core.session.Session@382885bf failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, agents.SimpleAgent];60rounds;No;;0;;;;;;Agent10;Agent10;SimpleAgent;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
;4;Session genius.core.session.Session@23c52a95 failed: Failed to execute protocol: null:[agents.anac.y2018.agent33.Agent33, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, agents.SimpleAgent];60rounds;No;;0;;;;;;Agent33;Agent10;SimpleAgent;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
;20;Session genius.core.session.Session@3d1e3c failed: Failed to execute protocol: null:[agents.anac.y2018.beta_one.Group2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, agents.SimpleAgent];60rounds;No;;0;;;;;;Group2;Agent10;SimpleAgent;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
;10;Session genius.core.session.Session@37962f79 failed: Failed to execute protocol: null:[agents.SimpleAgent, agents.anac.y2018.agent33.Agent33, agents.SimpleAgent];60rounds;No;;0;;;;;;SimpleAgent;Agent33;SimpleAgent;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
0.431;61;;60rounds;No;No;2;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@30;Agent33@31;SimpleAgent@32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.390;60;;60rounds;Yes;No;3;0.66852;0.86900;0.00000;0.27359;2.26581;Agent33@33;Agent33@34;SimpleAgent@35;0.8689965482402691;0.6685170214366364;0.7282936928810025;0.8689965482402691;0.6685170214366364;0.7282936928810025;0.8891367477114698;0.5174517325110133;0.0;0.0;0.0;0.0;0.8689965482402691;0.6685170214366364;0.7282936928810025;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.360;51;;60rounds;Yes;No;3;0.64212;0.84130;0.03486;0.18950;2.29016;Group2@36;Agent33@37;SimpleAgent@38;0.6421219031050031;0.8413014417796038;0.8067368680099107;0.6421219031050031;0.8413014417796038;0.8067368680099107;0.7445854346155607;0.8015711241745513;0.0;0.0;0.0;0.0;0.6421219031050031;0.8413014417796038;0.8067368680099107;party1_utility.xml;party2_utility.xml;party3_utility.xml
;15;Session genius.core.session.Session@7e628280 failed: Failed to execute protocol: null:[agents.SimpleAgent, agents.anac.y2018.beta_one.Group2, agents.SimpleAgent];60rounds;No;;0;;;;;;SimpleAgent;Group2;SimpleAgent;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
0.365;61;;60rounds;No;No;2;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@42;Group2@43;SimpleAgent@44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
;48;Session genius.core.session.Session@59eac573 failed: Failed to execute protocol: null:[agents.anac.y2018.agent33.Agent33, agents.anac.y2018.beta_one.Group2, agents.SimpleAgent];60rounds;No;;0;;;;;;Agent33;Group2;SimpleAgent;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
