sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;User Bother 1;User Bother 2;User Bother 3;User Util. 1;User Util. 2;User Util. 3;Profile 1;Profile 2;Profile 3
0.444;61;;60rounds;No;No;2;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@3;Agent10@4;Agent10@5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.618;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent33@6;Agent10@7;Agent10@8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.544;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;CUHKAgent2015@9;Agent10@10;Agent10@11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.499;61;;60rounds;No;No;2;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@12;Agent33@13;Agent10@14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.475;61;;60rounds;No;No;2;0.00000;0.00000;1.16592;1.41181;0.00000;Agent33@15;Agent33@16;Agent10@17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.468;55;;60rounds;Yes;No;3;0.67200;0.78305;0.09928;0.28192;2.14310;CUHKAgent2015@18;Agent33@19;Agent10@20;0.6880450305587928;0.6720018217790787;0.7830534546319354;0.6880450305587928;0.6720018217790787;0.7830534546319354;0.6619037340815885;0.45667402743882773;0.6236559139784946;0.0;0.0;0.0;0.6880450305587928;0.6720018217790787;0.7830534546319354;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.552;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@21;CUHKAgent2015@22;Agent10@23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.430;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent33@24;CUHKAgent2015@25;Agent10@26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.482;61;;60rounds;No;No;2;0.00000;0.00000;1.16592;1.41181;0.00000;CUHKAgent2015@27;CUHKAgent2015@28;Agent10@29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.401;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@30;Agent10@31;Agent33@32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.480;59;;60rounds;Yes;No;3;0.64212;0.84130;0.03486;0.18950;2.29016;Agent33@33;Agent10@34;Agent33@35;0.6421219031050031;0.8413014417796038;0.8067368680099107;0.6421219031050031;0.8413014417796038;0.8067368680099107;0.7445854346155607;0.8387096774193546;0.5652844698660754;0.0;0.0;0.0;0.6421219031050031;0.8413014417796038;0.8067368680099107;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.418;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;CUHKAgent2015@36;Agent10@37;Agent33@38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.428;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@39;Agent33@40;Agent33@41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.447;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent33@42;Agent33@43;Agent33@44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.398;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;CUHKAgent2015@45;Agent33@46;Agent33@47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.357;54;;60rounds;Yes;No;3;0.64548;0.77061;0.03664;0.28641;2.17460;Agent10@48;CUHKAgent2015@49;Agent33@50;0.7706081713281692;0.645476170897757;0.7585111282746693;0.7706081713281692;0.645476170897757;0.7585111282746693;0.6344086021505376;0.5929015251988228;0.7348219239270946;0.0;0.0;0.0;0.7706081713281692;0.645476170897757;0.7585111282746693;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.446;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent33@51;CUHKAgent2015@52;Agent33@53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.289;44;;60rounds;Yes;No;3;0.67716;0.86288;0.00000;0.20322;2.37578;CUHKAgent2015@54;CUHKAgent2015@55;Agent33@56;0.6771570074564962;0.8357377610926793;0.8628803429791334;0.6771570074564962;0.8357377610926793;0.8628803429791334;0.7070755015801665;0.765595475793062;0.7570759841909044;0.0;0.0;0.0;0.6771570074564962;0.8357377610926793;0.8628803429791334;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.487;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@57;Agent10@58;CUHKAgent2015@59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.482;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent33@60;Agent10@61;CUHKAgent2015@62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.479;54;;60rounds;Yes;No;3;0.72926;0.91213;0.00000;0.02372;2.41365;CUHKAgent2015@63;Agent10@64;CUHKAgent2015@65;0.7722620747515213;0.9121297693711318;0.7292599480062285;0.7722620747515213;0.9121297693711318;0.7292599480062285;0.8155050444034389;0.8387096774193548;0.5729211862006208;0.0;0.0;0.0;0.7722620747515213;0.9121297693711318;0.7292599480062285;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.437;61;;60rounds;No;No;2;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@66;Agent33@67;CUHKAgent2015@68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.409;61;;60rounds;Yes;No;3;0.70888;0.87610;0.00000;0.09657;2.33108;Agent33@69;Agent33@70;CUHKAgent2015@71;0.7088800117474567;0.8761041943548443;0.7460922880531652;0.7088800117474567;0.8761041943548443;0.7460922880531652;0.6647998811665307;0.6338431796498961;0.6351482918193304;0.0;0.0;0.0;0.7088800117474567;0.8761041943548443;0.7460922880531652;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.354;47;;60rounds;Yes;No;3;0.69299;0.79309;0.06606;0.21221;2.23885;CUHKAgent2015@72;Agent33@73;CUHKAgent2015@74;0.6929865368130483;0.7527734670203252;0.7930917012510935;0.6929865368130483;0.7527734670203252;0.7930917012510935;0.682542164784057;0.6946273389958558;0.5425083571761269;0.0;0.0;0.0;0.6929865368130483;0.7527734670203252;0.7930917012510935;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.582;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@75;CUHKAgent2015@76;CUHKAgent2015@77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.328;55;;60rounds;Yes;No;3;0.68065;0.87556;0.00000;0.30038;2.27924;Agent33@78;CUHKAgent2015@79;CUHKAgent2015@80;0.7230268472371988;0.6806529879174623;0.8755592546127247;0.7230268472371988;0.6806529879174623;0.8755592546127247;0.8427504747197011;0.5800521303498634;0.5684576307732437;0.0;0.0;0.0;0.7230268472371988;0.6806529879174623;0.8755592546127247;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.239;35;;60rounds;Yes;No;3;0.66418;0.88716;0.00000;0.32276;2.26185;CUHKAgent2015@81;CUHKAgent2015@82;CUHKAgent2015@83;0.7105094179411794;0.6641761631907589;0.8871625979243124;0.7105094179411794;0.6641761631907589;0.8871625979243124;0.7318872224311708;0.6351674162026346;0.6698099329562187;0.0;0.0;0.0;0.7105094179411794;0.6641761631907589;0.8871625979243124;party1_utility.xml;party2_utility.xml;party3_utility.xml
