sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;User Bother 1;User Bother 2;User Bother 3;User Util. 1;User Util. 2;User Util. 3;Profile 1;Profile 2;Profile 3
0.312;49;;60rounds;Yes;No;3;0.71766;0.92861;0.00000;0.00000;2.43104;Agent10@3;Agent10@4;Agent10@5;0.7847795040475406;0.9286065940978353;0.7176566046946408;0.7847795040475406;0.9286065940978353;0.7176566046946408;0.9263682966919691;0.754823577280136;0.4715688840176458;0.0;0.0;0.0;0.7847795040475406;0.9286065940978353;0.7176566046946408;party1_utility.xml;party2_utility.xml;party3_utility.xml
;59;Session genius.core.session.Session@3a398792 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\UncertaintyAgentExample.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class];60rounds;No;;0;;;;;;UncertaintyAgentExample;Agent10;Agent10;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
0.438;61;;60rounds;No;No;2;0.00000;0.00000;1.16592;1.41181;0.00000;BoulwareNegotiationParty@9;Agent10@10;Agent10@11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
;59;Session genius.core.session.Session@4766b4eb failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\UncertaintyAgentExample.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class];60rounds;No;;0;;;;;;Agent10;UncertaintyAgentExample;Agent10;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
;59;Session genius.core.session.Session@46cd6c8a failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\UncertaintyAgentExample.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\UncertaintyAgentExample.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class];60rounds;No;;0;;;;;;UncertaintyAgentExample;UncertaintyAgentExample;Agent10;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
0.320;61;;60rounds;Yes;No;3;0.49062;0.84581;0.14635;0.53180;1.84094;BoulwareNegotiationParty@18;UncertaintyAgentExample@19;Agent10@20;0.49062177901723836;0.5045107609338177;0.845808291569549;0.49062177901723836;0.5045107609338177;0.845808291569549;0.3138697158936143;0.7230463980463981;0.7013621901812191;0.0;0.006;0.0;0.49062177901723836;0.49851076093381774;0.845808291569549;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.307;60;;60rounds;Yes;No;3;0.59294;0.91667;0.03450;0.43278;2.10522;Agent10@21;BoulwareNegotiationParty@22;Agent10@23;0.5929399632637677;0.5956098135006261;0.9166738496048403;0.5929399632637677;0.5956098135006261;0.9166738496048403;0.5534741912583163;0.4123306400989824;0.74124947115056;0.0;0.0;0.0;0.5929399632637677;0.5956098135006261;0.9166738496048403;party1_utility.xml;party2_utility.xml;party3_utility.xml
;60;Session genius.core.session.Session@2c9a9768 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\UncertaintyAgentExample.class, negotiator.parties.BoulwareNegotiationParty, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class];60rounds;No;;0;;;;;;UncertaintyAgentExample;BoulwareNegotiationParty;Agent10;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
0.245;56;;60rounds;Yes;No;3;0.68499;0.88151;0.00000;0.26212;2.28320;BoulwareNegotiationParty@27;BoulwareNegotiationParty@28;Agent10@29;0.8815139775362884;0.6849938461633399;0.7166903495694148;0.8815139775362884;0.6849938461633399;0.7166903495694148;1.0;0.462336446658242;0.2601744179100367;0.0;0.0;0.0;0.8815139775362884;0.6849938461633399;0.7166903495694148;party1_utility.xml;party2_utility.xml;party3_utility.xml
;3;Session genius.core.session.Session@32da4b9f failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\UncertaintyAgentExample.class];60rounds;No;;0;;;;;;Agent10;Agent10;UncertaintyAgentExample;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
