sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;User Bother 1;User Bother 2;User Bother 3;User Util. 1;User Util. 2;User Util. 3;Profile 1;Profile 2;Profile 3
;60;Session genius.core.session.Session@3369c007 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class];60rounds;No;;0;;;;;;Agent10;Agent10;Agent10;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
0.513;61;;60rounds;No;No;2;0.00000;0.00000;1.16592;1.41181;0.00000;BoulwareNegotiationParty@3;Agent10@4;Agent10@5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001;0.003;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.461;61;;60rounds;Yes;No;3;0.55072;0.84731;0.06845;0.25412;2.17211;ConcederNegotiationParty@6;Agent10@7;Agent10@8;0.550720532404228;0.8473077900111682;0.7740854844859772;0.550720532404228;0.8473077900111682;0.7740854844859772;0.41304996404633476;0.7328133822827282;0.6580651055939557;0.0;0.001;0.003;0.550720532404228;0.8463077900111682;0.7710854844859772;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.399;57;;60rounds;Yes;No;3;0.56678;0.91158;0.00000;0.39167;2.11594;Agent10@9;BoulwareNegotiationParty@10;Agent10@11;0.9115830784038967;0.5667834060009926;0.6375696449353556;0.9115830784038967;0.5667834060009926;0.6375696449353556;0.9242368977918937;0.4517015670954696;0.3620487725191503;0.001;0.0;0.02100000000000001;0.9105830784038967;0.5667834060009926;0.6165696449353556;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.373;56;;60rounds;Yes;No;3;0.68499;0.88151;0.00000;0.26212;2.28320;BoulwareNegotiationParty@12;BoulwareNegotiationParty@13;Agent10@14;0.8815139775362884;0.6849938461633399;0.7166903495694148;0.8815139775362884;0.6849938461633399;0.7166903495694148;1.0;0.462336446658242;0.2601744179100367;0.0;0.0;0.02000000000000001;0.8815139775362884;0.6849938461633399;0.6966903495694148;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.386;56;;60rounds;Yes;No;3;0.68499;0.88151;0.00000;0.26212;2.28320;ConcederNegotiationParty@15;BoulwareNegotiationParty@16;Agent10@17;0.8815139775362884;0.6849938461633399;0.7166903495694148;0.8815139775362884;0.6849938461633399;0.7166903495694148;1.0;0.462336446658242;0.2601744179100367;0.0;0.0;0.02000000000000001;0.8815139775362884;0.6849938461633399;0.6966903495694148;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.029;6;;60rounds;Yes;No;3;0.71766;0.92861;0.00000;0.00000;2.43104;Agent10@18;ConcederNegotiationParty@19;Agent10@20;0.7847795040475406;0.9286065940978353;0.7176566046946408;0.7847795040475406;0.9286065940978353;0.7176566046946408;0.9263682966919691;0.754823577280136;0.4715688840176458;0.001;0.0;0.003;0.7837795040475406;0.9286065940978353;0.7146566046946408;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.178;28;;60rounds;Yes;No;3;0.68499;0.88151;0.00000;0.26212;2.28320;BoulwareNegotiationParty@21;ConcederNegotiationParty@22;Agent10@23;0.8815139775362884;0.6849938461633399;0.7166903495694148;0.8815139775362884;0.6849938461633399;0.7166903495694148;1.0;0.462336446658242;0.2601744179100367;0.0;0.0;0.017000000000000008;0.8815139775362884;0.6849938461633399;0.6996903495694148;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.160;20;;60rounds;Yes;No;3;0.68499;0.88151;0.00000;0.26212;2.28320;ConcederNegotiationParty@24;ConcederNegotiationParty@25;Agent10@26;0.8815139775362884;0.6849938461633399;0.7166903495694148;0.8815139775362884;0.6849938461633399;0.7166903495694148;1.0;0.462336446658242;0.2601744179100367;0.0;0.0;0.017000000000000008;0.8815139775362884;0.6849938461633399;0.6996903495694148;party1_utility.xml;party2_utility.xml;party3_utility.xml
;42;Session genius.core.session.Session@50a3a2a1 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent10;Agent10;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
0.486;60;;60rounds;Yes;No;3;0.56655;0.87242;0.04212;0.22540;2.15168;BoulwareNegotiationParty@30;Agent10@31;BoulwareNegotiationParty@32;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.49040180803010686;1.0;0.5053987878333921;0.0;0.023000000000000013;0.0;0.5665500617607802;0.8494202209876767;0.7127130127814056;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.459;60;;60rounds;Yes;No;3;0.56655;0.87242;0.04212;0.22540;2.15168;ConcederNegotiationParty@33;Agent10@34;BoulwareNegotiationParty@35;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.49040180803010686;1.0;0.5053987878333921;0.0;0.025000000000000015;0.0;0.5665500617607802;0.8474202209876767;0.7127130127814056;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.372;55;;60rounds;Yes;No;3;0.56655;0.87242;0.04212;0.22540;2.15168;Agent10@36;BoulwareNegotiationParty@37;BoulwareNegotiationParty@38;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.49040180803010686;1.0;0.5053987878333921;0.022000000000000013;0.0;0.0;0.5445500617607801;0.8724202209876767;0.7127130127814056;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.348;58;;60rounds;Yes;No;3;0.45247;0.84012;0.11336;0.51707;1.91719;BoulwareNegotiationParty@39;BoulwareNegotiationParty@40;BoulwareNegotiationParty@41;0.624609679881641;0.45246919686765785;0.8401159007943011;0.624609679881641;0.45246919686765785;0.8401159007943011;0.48581912367796243;0.40422006632704677;0.4952569897118527;0.0;0.0;0.0;0.624609679881641;0.45246919686765785;0.8401159007943011;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.331;51;;60rounds;Yes;No;3;0.40972;0.77699;0.21920;0.46217;1.85186;ConcederNegotiationParty@42;BoulwareNegotiationParty@43;BoulwareNegotiationParty@44;0.4097168348850426;0.6651592147959592;0.776985904966735;0.4097168348850426;0.6651592147959592;0.776985904966735;0.2157046757894739;0.6672376467203588;0.6981890292740508;0.0;0.0;0.0;0.4097168348850426;0.6651592147959592;0.776985904966735;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.363;55;;60rounds;Yes;No;3;0.56655;0.87242;0.04212;0.22540;2.15168;Agent10@45;ConcederNegotiationParty@46;BoulwareNegotiationParty@47;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.49040180803010686;1.0;0.5053987878333921;0.022000000000000013;0.0;0.0;0.5445500617607801;0.8724202209876767;0.7127130127814056;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.323;53;;60rounds;Yes;No;3;0.59141;0.84446;0.07328;0.38673;2.08001;BoulwareNegotiationParty@48;ConcederNegotiationParty@49;BoulwareNegotiationParty@50;0.6441322479276741;0.5914140154252978;0.8444615986567074;0.6441322479276741;0.5914140154252978;0.8444615986567074;0.5917064093922787;0.41737931642446013;0.6404630408162697;0.0;0.0;0.0;0.6441322479276741;0.5914140154252978;0.8444615986567074;party1_utility.xml;party2_utility.xml;party3_utility.xml
