sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;User Bother 1;User Bother 2;User Bother 3;User Util. 1;User Util. 2;User Util. 3;Profile 1;Profile 2;Profile 3
0.442;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@3;Agent10@4;Agent10@5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.502;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;UncertaintyAgentExample@6;Agent10@7;Agent10@8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04000000000000003;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.376;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;CUHKAgent@9;Agent10@10;Agent10@11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.432;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@12;UncertaintyAgentExample@13;Agent10@14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04400000000000003;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.444;61;;60rounds;No;No;2;0.00000;0.00000;1.16592;1.41181;0.00000;UncertaintyAgentExample@15;UncertaintyAgentExample@16;Agent10@17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04400000000000003;0.10700000000000008;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.426;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;CUHKAgent@18;UncertaintyAgentExample@19;Agent10@20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.367;61;;60rounds;No;No;2;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@21;CUHKAgent@22;Agent10@23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.403;61;;60rounds;No;No;2;0.00000;0.00000;1.16592;1.41181;0.00000;UncertaintyAgentExample@24;CUHKAgent@25;Agent10@26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05400000000000004;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.381;61;;60rounds;No;No;2;0.00000;0.00000;1.16592;1.41181;0.00000;CUHKAgent@27;CUHKAgent@28;Agent10@29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.397;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@30;Agent10@31;UncertaintyAgentExample@32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.060000000000000046;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.450;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;UncertaintyAgentExample@33;Agent10@34;UncertaintyAgentExample@35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10700000000000008;0.0;0.05200000000000004;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.402;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;CUHKAgent@36;Agent10@37;UncertaintyAgentExample@38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07000000000000005;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.483;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@39;UncertaintyAgentExample@40;UncertaintyAgentExample@41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05200000000000004;0.10600000000000008;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.502;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;UncertaintyAgentExample@42;UncertaintyAgentExample@43;UncertaintyAgentExample@44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10400000000000008;0.10900000000000008;0.10800000000000008;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.344;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;CUHKAgent@45;UncertaintyAgentExample@46;UncertaintyAgentExample@47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.016000000000000007;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.377;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@48;CUHKAgent@49;UncertaintyAgentExample@50;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.408;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;UncertaintyAgentExample@51;CUHKAgent@52;UncertaintyAgentExample@53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10600000000000008;0.0;0.004;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.307;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;CUHKAgent@54;CUHKAgent@55;UncertaintyAgentExample@56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.320;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@57;Agent10@58;CUHKAgent@59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
