sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;User Bother 1;User Bother 2;User Bother 3;User Util. 1;User Util. 2;User Util. 3;Profile 1;Profile 2;Profile 3
;60;Session genius.core.session.Session@251dd325 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class];60rounds;No;;0;;;;;;Agent10;Agent10;Agent10;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
;60;Session genius.core.session.Session@45322c6a failed: Failed to execute protocol: null:[agents.anac.y2015.AgentX.AgentX, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class];60rounds;No;;0;;;;;;AgentX;Agent10;Agent10;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
0.375;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;CUHKAgent2015@168;Agent10@169;Agent10@170;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001;0.002;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.130;26;;60rounds;Yes;No;3;0.49473;0.97497;0.00000;0.48530;2.08202;Agent10@171;AgentX@172;Agent10@173;0.9749651414079614;0.49473225596841763;0.6123211348649507;0.9749651414079614;0.49473225596841763;0.6123211348649507;0.9730568802489203;0.28964249606400283;0.23792035764622688;0.001;0.0;0.023000000000000013;0.9739651414079614;0.49473225596841763;0.5893211348649506;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.223;44;;60rounds;Yes;No;3;0.59964;0.92910;0.00000;0.33538;2.17855;AgentX@174;AgentX@175;Agent10@176;0.929095301627259;0.6498170291436345;0.5996422232313594;0.929095301627259;0.6498170291436345;0.5996422232313594;0.8373819071093859;0.47518584150720133;0.42653871106388747;0.0;0.0;0.013000000000000005;0.929095301627259;0.6498170291436345;0.5866422232313594;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.104;14;;60rounds;Yes;No;3;0.68499;0.88151;0.00000;0.26212;2.28320;CUHKAgent2015@177;AgentX@178;Agent10@179;0.8815139775362884;0.6849938461633399;0.7166903495694148;0.8815139775362884;0.6849938461633399;0.7166903495694148;1.0;0.462336446658242;0.2601744179100367;0.0;0.0;0.010000000000000002;0.8815139775362884;0.6849938461633399;0.7066903495694148;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.569;61;;60rounds;Yes;No;3;0.65883;0.85774;0.00000;0.30431;2.28715;Agent10@180;CUHKAgent2015@181;Agent10@182;0.7705793808847112;0.6588266998379044;0.8577432019496707;0.7705793808847112;0.6588266998379044;0.8577432019496707;0.8633560889462639;0.5342395343933364;0.4722000308421262;0.001;0.0;0.02900000000000002;0.7695793808847112;0.6588266998379044;0.8287432019496707;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.436;61;;60rounds;No;No;2;0.00000;0.00000;1.16592;1.41181;0.00000;AgentX@183;CUHKAgent2015@184;Agent10@185;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014000000000000005;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.463;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;CUHKAgent2015@186;CUHKAgent2015@187;Agent10@188;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02100000000000001;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.229;43;;60rounds;Yes;No;3;0.29701;1.00000;0.00000;0.67811;1.89386;Agent10@189;Agent10@190;AgentX@191;1.0;0.29701035924797614;0.5968500104495003;1.0;0.29701035924797614;0.5968500104495003;0.9078432024321379;0.1844300080476353;0.18227394704424976;0.03400000000000002;0.001;0.0;0.966;0.29601035924797614;0.5968500104495003;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.059;13;;60rounds;Yes;No;3;0.74057;0.80561;0.00000;0.19256;2.29972;AgentX@192;Agent10@193;AgentX@194;0.8056144852362045;0.7405681714692114;0.7535422029514075;0.8056144852362045;0.7405681714692114;0.7535422029514075;0.8403167652544431;0.67951080354248;0.4856551349659351;0.0;0.011000000000000003;0.0;0.8056144852362045;0.7295681714692114;0.7535422029514075;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.169;30;;60rounds;Yes;No;3;0.68499;0.88151;0.00000;0.26212;2.28320;CUHKAgent2015@195;Agent10@196;AgentX@197;0.8815139775362884;0.6849938461633399;0.7166903495694148;0.8815139775362884;0.6849938461633399;0.7166903495694148;1.0;0.462336446658242;0.2601744179100367;0.0;0.010000000000000002;0.0;0.8815139775362884;0.6749938461633399;0.7166903495694148;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.047;10;;60rounds;Yes;No;3;0.66324;0.93593;0.00000;0.09341;2.30838;Agent10@198;AgentX@199;AgentX@200;0.7092076627033178;0.9359275713385201;0.6632429489186705;0.7092076627033178;0.9359275713385201;0.6632429489186705;0.7229422582529329;0.8034780045685653;0.5303028833304726;0.007;0.0;0.0;0.7022076627033178;0.9359275713385201;0.6632429489186705;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.079;15;;60rounds;Yes;No;3;0.50350;0.89622;0.06606;0.28487;2.08602;AgentX@201;AgentX@202;AgentX@203;0.5034956497125767;0.896218022955065;0.6863062131463824;0.5034956497125767;0.896218022955065;0.6863062131463824;0.45919164056143574;0.9053190544934606;0.49979709260712035;0.0;0.0;0.0;0.5034956497125767;0.896218022955065;0.6863062131463824;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.135;20;;60rounds;Yes;No;3;0.63240;0.78429;0.08013;0.30976;2.14005;CUHKAgent2015@204;AgentX@205;AgentX@206;0.7233544981930599;0.6323996398522755;0.7842937454547617;0.7233544981930599;0.6323996398522755;0.7842937454547617;0.7990076710262217;0.41153220075405467;0.40171091303017215;0.0;0.0;0.0;0.7233544981930599;0.6323996398522755;0.7842937454547617;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.067;11;;60rounds;Yes;No;3;0.56655;0.87242;0.04212;0.22540;2.15168;Agent10@207;CUHKAgent2015@208;AgentX@209;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.5665500617607802;0.8724202209876767;0.7127130127814056;0.49040180803010686;1.0;0.5053987878333921;0.009000000000000001;0.0;0.0;0.5575500617607801;0.8724202209876767;0.7127130127814056;party1_utility.xml;party2_utility.xml;party3_utility.xml
