sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;User Bother 1;User Bother 2;User Bother 3;User Util. 1;User Util. 2;User Util. 3;Profile 1;Profile 2;Profile 3
0.412;61;;60rounds;No;No;2;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@2;Agent10@3;Agent10@4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.521;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent33@5;Agent10@6;Agent10@7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.493;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;GrandmaAgent@8;Agent10@9;Agent10@10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.437;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@11;Agent33@12;Agent10@13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.449;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent33@14;Agent33@15;Agent10@16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.486;59;;60rounds;Yes;No;3;0.69299;0.79309;0.06606;0.21221;2.23885;GrandmaAgent@17;Agent33@18;Agent10@19;0.6929865368130483;0.7527734670203252;0.7930917012510935;0.6929865368130483;0.7527734670203252;0.7930917012510935;0.682542164784057;0.6946273389958558;0.5376344086021505;0.0;0.0;0.0;0.6929865368130483;0.7527734670203252;0.7930917012510935;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.445;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@20;GrandmaAgent@21;Agent10@22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.461;56;;60rounds;Yes;No;3;0.72926;0.91213;0.00000;0.02372;2.41365;Agent33@23;GrandmaAgent@24;Agent10@25;0.7722620747515213;0.9121297693711318;0.7292599480062285;0.7722620747515213;0.9121297693711318;0.7292599480062285;0.8155050444034389;0.8099388631329073;0.5806451612903225;0.0;0.0;0.0;0.7722620747515213;0.9121297693711318;0.7292599480062285;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.530;54;;60rounds;Yes;No;3;0.68967;0.85221;0.00000;0.18093;2.39317;GrandmaAgent@26;GrandmaAgent@27;Agent10@28;0.6896744367525156;0.8522145858193827;0.8512769996675457;0.6896744367525156;0.8522145858193827;0.8512769996675457;0.8179387538686969;0.7104801899402907;0.6344086021505375;0.0;0.0;0.0;0.6896744367525156;0.8522145858193827;0.8512769996675457;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.411;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@29;Agent10@30;Agent33@31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.541;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent33@32;Agent10@33;Agent33@34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.574;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;GrandmaAgent@35;Agent10@36;Agent33@37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.410;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent10@38;Agent33@39;Agent33@40;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.456;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;Agent33@41;Agent33@42;Agent33@43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.411;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;GrandmaAgent@44;Agent33@45;Agent33@46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.345;57;;60rounds;Yes;No;3;0.67716;0.86288;0.00000;0.20322;2.37578;Agent10@47;GrandmaAgent@48;Agent33@49;0.6771570074564962;0.8357377610926793;0.8628803429791334;0.6771570074564962;0.8357377610926793;0.8628803429791334;0.5806451612903225;0.765595475793062;0.7570759841909044;0.0;0.0;0.0;0.6771570074564962;0.8357377610926793;0.8628803429791334;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.458;60;;60rounds;Yes;No;3;0.69133;0.76510;0.05722;0.20076;2.21380;Agent33@50;GrandmaAgent@51;Agent33@52;0.6913283401758676;0.7573711629224052;0.7650971568330336;0.6913283401758676;0.7573711629224052;0.7650971568330336;0.8023763276882443;0.5981569074835061;0.602132019839595;0.0;0.0;0.0;0.6913283401758676;0.7573711629224052;0.7650971568330336;party1_utility.xml;party2_utility.xml;party3_utility.xml
