sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;User Bother 1;User Bother 2;User Bother 3;User Util. 1;User Util. 2;User Util. 3;Profile 1;Profile 2;Profile 3
;60;Session genius.core.session.Session@4171d89 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class];60rounds;No;;0;;;;;;Agent10;Agent10;Agent10;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
0.488;61;;60rounds;No;No;1;0.00000;0.00000;1.16592;1.41181;0.00000;BoulwareNegotiationParty@21;Agent10@22;Agent10@23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001;0.004;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.531;61;;60rounds;No;No;2;0.00000;0.00000;1.16592;1.41181;0.00000;ConcederNegotiationParty@24;Agent10@25;Agent10@26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001;0.004;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.428;57;;60rounds;Yes;No;3;0.58804;0.94161;0.00000;0.33197;2.19595;Agent10@27;BoulwareNegotiationParty@28;Agent10@29;0.9416127309232782;0.666293853870338;0.5880388799197717;0.9416127309232782;0.666293853870338;0.5880388799197717;0.9482451593979161;0.42007055565443013;0.32518640888091255;0.001;0.0;0.02100000000000001;0.9406127309232782;0.666293853870338;0.5670388799197716;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.372;56;;60rounds;Yes;No;3;0.68499;0.88151;0.00000;0.26212;2.28320;BoulwareNegotiationParty@30;BoulwareNegotiationParty@31;Agent10@32;0.8815139775362884;0.6849938461633399;0.7166903495694148;0.8815139775362884;0.6849938461633399;0.7166903495694148;1.0;0.462336446658242;0.2601744179100367;0.0;0.0;0.02000000000000001;0.8815139775362884;0.6849938461633399;0.6966903495694148;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.390;56;;60rounds;Yes;No;3;0.68499;0.88151;0.00000;0.26212;2.28320;ConcederNegotiationParty@33;BoulwareNegotiationParty@34;Agent10@35;0.8815139775362884;0.6849938461633399;0.7166903495694148;0.8815139775362884;0.6849938461633399;0.7166903495694148;1.0;0.462336446658242;0.2601744179100367;0.0;0.0;0.02000000000000001;0.8815139775362884;0.6849938461633399;0.6966903495694148;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.226;27;;60rounds;Yes;No;3;0.58678;0.83396;0.00000;0.36394;2.25323;Agent10@36;ConcederNegotiationParty@37;Agent10@38;0.8339614438887759;0.5867755498053294;0.8324946918792657;0.8339614438887759;0.5867755498053294;0.8324946918792657;0.9121760714032905;0.37218046336186966;0.3480716159692028;0.001;0.0;0.022000000000000013;0.8329614438887759;0.5867755498053294;0.8104946918792657;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.242;28;;60rounds;Yes;No;3;0.68499;0.88151;0.00000;0.26212;2.28320;BoulwareNegotiationParty@39;ConcederNegotiationParty@40;Agent10@41;0.8815139775362884;0.6849938461633399;0.7166903495694148;0.8815139775362884;0.6849938461633399;0.7166903495694148;1.0;0.462336446658242;0.2601744179100367;0.0;0.0;0.017000000000000008;0.8815139775362884;0.6849938461633399;0.6996903495694148;party1_utility.xml;party2_utility.xml;party3_utility.xml
0.147;20;;60rounds;Yes;No;3;0.68499;0.88151;0.00000;0.26212;2.28320;ConcederNegotiationParty@42;ConcederNegotiationParty@43;Agent10@44;0.8815139775362884;0.6849938461633399;0.7166903495694148;0.8815139775362884;0.6849938461633399;0.7166903495694148;1.0;0.462336446658242;0.2601744179100367;0.0;0.0;0.017000000000000008;0.8815139775362884;0.6849938461633399;0.6996903495694148;party1_utility.xml;party2_utility.xml;party3_utility.xml
;40;Session genius.core.session.Session@796d038b failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\Agent10.class, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent10;Agent10;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;party1_utility;party2_utility;party3_utility
